,carat,cut,color,clarity,depth,table,price,x,y,z
1475,0.9,Very Good,0,4,63.1,57.0,2984,6.12,0.9,0.9
1476,1.0,Premium,3,1,62.5,62.0,2984,6.42,1.0,1.0
1477,0.7,Very Good,6,4,63.1,56.0,2985,5.62,0.7,0.7
1478,0.75,Ideal,5,3,62.2,57.0,2985,5.82,0.75,0.75
1479,0.82,Premium,2,5,62.3,60.0,2985,5.97,0.82,0.82
1480,0.77,Very Good,3,5,62.8,58.0,2986,5.78,0.77,0.77
1481,0.8,Ideal,1,5,61.9,54.1,2986,5.92,0.8,0.8
1482,0.82,Ideal,1,5,61.6,57.0,2986,6.0,0.82,0.82
1483,0.84,Ideal,3,2,62.0,56.0,2986,6.02,0.84,0.84
1484,0.7,Ideal,3,5,61.3,59.0,2987,5.68,0.7,0.7
1485,0.74,Ideal,6,3,61.5,56.0,2987,5.8,0.74,0.74
1486,0.77,Premium,5,3,61.7,58.0,2988,5.86,0.77,0.77
1487,0.6,Very Good,4,8,60.1,54.0,2988,5.5,0.6,0.6
1488,1.03,Very Good,3,1,63.2,58.0,2988,6.44,1.03,1.03
1489,0.76,Ideal,1,8,61.6,55.0,2988,5.92,0.76,0.76
1490,0.72,Ideal,4,4,62.1,54.0,2989,5.76,0.72,0.72
1491,0.83,Premium,6,3,61.3,58.0,2990,6.03,0.83,0.83
1492,0.76,Very Good,3,4,62.1,54.0,2990,5.88,0.76,0.76
1493,0.72,Very Good,5,4,62.9,57.0,2990,5.68,0.72,0.72
1494,0.57,Good,5,7,59.1,65.0,2990,5.34,0.57,0.57
1495,0.75,Ideal,3,4,60.6,55.0,2991,5.91,0.75,0.75
1496,0.7,Ideal,6,4,60.3,60.0,2991,5.71,0.7,0.7
1497,0.7,Very Good,5,4,62.8,56.0,2992,5.66,0.7,0.7
1498,0.75,Ideal,2,6,62.0,55.1,2992,5.83,0.75,0.75
1499,1.06,Fair,0,2,61.0,66.0,2992,6.54,1.06,1.06
1500,0.69,Very Good,4,6,61.5,60.0,2993,5.64,0.69,0.69
1501,0.87,Very Good,2,2,61.0,56.0,2993,6.15,0.87,0.87
1502,0.75,Very Good,5,3,63.6,56.0,2993,5.73,0.75,0.75
1503,0.7,Ideal,3,6,63.0,55.0,2993,5.65,0.7,0.7
1504,0.7,Ideal,4,5,62.4,55.0,2993,5.65,0.7,0.7
1505,0.75,Ideal,5,3,61.1,57.0,2993,5.83,0.75,0.75
1506,0.72,Ideal,6,3,61.1,59.0,2993,5.76,0.72,0.72
1507,1.01,Fair,3,3,65.1,57.0,2993,6.27,1.01,1.01
1508,0.71,Very Good,4,4,59.6,56.0,2994,5.84,0.71,0.71
1509,0.71,Very Good,3,5,59.3,55.0,2994,5.88,0.71,0.71
1510,0.81,Very Good,3,4,63.1,58.0,2994,5.88,0.81,0.81
1511,1.24,Premium,0,1,61.9,55.0,2994,6.92,1.24,1.24
1512,0.81,Premium,3,4,62.0,58.0,2994,5.95,0.81,0.81
1513,0.81,Premium,6,2,61.7,58.0,2994,5.97,0.81,0.81
1514,0.73,Ideal,6,3,61.4,56.0,2995,5.78,0.73,0.73
1515,0.7,Ideal,3,5,60.9,56.0,2995,5.76,0.7,0.7
1516,0.91,Fair,4,2,65.3,51.0,2996,6.05,0.91,0.91
1517,0.88,Very Good,1,5,63.3,55.0,2996,6.11,0.88,0.88
1518,0.77,Ideal,6,3,61.4,56.0,2996,5.9,0.77,0.77
1519,0.74,Ideal,1,4,61.9,55.0,2997,5.8,0.74,0.74
1520,0.72,Ideal,2,3,61.1,56.0,2997,5.78,0.72,0.72
1521,0.7,Ideal,6,4,62.8,57.0,2998,5.69,0.7,0.7
1522,0.72,Ideal,2,5,61.4,56.0,2998,5.79,0.72,0.72
1523,0.7,Ideal,4,5,61.6,57.0,2998,5.7,0.7,0.7
1524,1.01,Fair,0,6,66.0,56.0,2998,6.29,1.01,1.01
1525,0.85,Fair,3,5,57.7,67.0,2998,6.26,0.85,0.85
1526,0.7,Very Good,6,4,59.7,59.0,2999,5.82,0.7,0.7
1527,0.73,Very Good,3,5,62.4,58.1,2999,5.71,0.73,0.73
1528,1.02,Fair,2,1,61.5,60.0,2999,6.4,1.02,1.02
1529,0.87,Premium,4,2,61.6,58.0,2999,6.14,0.87,0.87
1530,0.71,Ideal,4,3,61.9,56.0,2999,5.69,0.71,0.71
1531,0.7,Premium,3,6,60.6,60.0,2999,5.77,0.7,0.7
1532,0.74,Premium,5,5,62.7,58.0,2999,5.83,0.74,0.74
1533,0.74,Premium,5,5,60.9,62.0,2999,5.83,0.74,0.74
1534,0.7,Premium,3,6,60.2,61.0,2999,5.74,0.7,0.7
1535,0.77,Ideal,5,3,62.5,56.0,3000,5.87,0.77,0.77
1536,0.93,Good,0,4,63.6,61.0,3000,6.16,0.93,0.93
1537,0.9,Premium,1,2,60.6,60.0,3001,6.23,0.9,0.9
1538,0.9,Very Good,1,2,62.5,58.0,3001,6.1,0.9,0.9
1539,0.9,Ideal,1,2,62.0,56.0,3001,6.16,0.9,0.9
1540,0.72,Very Good,6,3,61.5,58.0,3001,5.74,0.72,0.72
1541,0.7,Premium,6,5,61.6,61.0,3001,5.66,0.7,0.7
1542,0.7,Good,6,5,63.6,60.0,3001,5.61,0.7,0.7
1543,0.7,Very Good,6,5,63.4,59.0,3001,5.58,0.7,0.7
1544,0.6,Ideal,3,7,62.1,56.0,3001,5.42,0.6,0.6
1545,0.75,Very Good,2,6,60.6,57.0,3002,5.86,0.75,0.75
1546,0.83,Very Good,5,3,62.1,58.0,3002,6.01,0.83,0.83
1547,0.77,Very Good,5,2,60.4,58.0,3002,5.91,0.77,0.77
1548,0.71,Premium,6,4,62.1,60.0,3002,5.68,0.71,0.71
1549,0.89,Good,2,2,63.3,59.0,3002,6.04,0.89,0.89
1550,0.72,Good,4,5,63.8,58.0,3002,5.68,0.72,0.72
1551,0.72,Ideal,3,6,61.6,55.0,3002,5.78,0.72,0.72
1552,0.8,Premium,3,4,60.6,59.0,3002,6.02,0.8,0.8
1553,0.73,Fair,4,5,58.6,66.0,3002,5.92,0.73,0.73
1554,0.76,Ideal,5,3,61.5,56.0,3003,5.89,0.76,0.76
1555,1.01,Fair,6,2,64.6,56.0,3003,6.31,1.01,1.01
1556,0.65,Premium,6,6,59.9,58.0,3003,5.69,0.65,0.65
1557,0.81,Premium,4,3,61.9,58.0,3004,5.99,0.81,0.81
1558,0.81,Ideal,4,3,61.8,55.0,3004,6.04,0.81,0.81
1559,0.7,Ideal,2,5,61.7,55.0,3004,5.69,0.7,0.7
1560,0.61,Ideal,5,5,61.3,54.0,3004,5.53,0.61,0.61
1561,0.78,Ideal,3,3,60.6,57.0,3004,5.95,0.78,0.78
1562,0.72,Ideal,4,3,62.3,56.0,3004,5.77,0.72,0.72
1563,0.92,Premium,6,2,60.2,61.0,3004,6.32,0.92,0.92
1564,0.75,Very Good,5,3,61.1,59.0,3005,5.85,0.75,0.75
1565,0.55,Ideal,4,7,61.2,54.0,3005,5.3,0.55,0.55
1566,0.8,Very Good,2,3,63.0,57.0,3005,5.89,0.8,0.8
1567,0.72,Ideal,1,5,60.4,56.0,3005,5.8,0.72,0.72
1568,0.73,Ideal,2,7,61.6,57.0,3005,5.81,0.73,0.73
1569,0.91,Very Good,1,2,63.4,58.0,3006,6.08,0.91,0.91
1570,0.91,Very Good,3,2,62.8,59.0,3006,6.09,0.91,0.91
1571,0.71,Premium,5,5,61.1,58.0,3006,5.8,0.71,0.71
1572,0.71,Very Good,5,5,63.2,60.0,3006,5.63,0.71,0.71
1573,0.55,Premium,6,7,60.3,59.0,3006,5.34,0.55,0.55
1574,0.71,Ideal,1,6,60.7,57.0,3007,5.76,0.71,0.71
1575,0.71,Ideal,1,6,60.4,57.0,3007,5.78,0.71,0.71
1576,0.7,Premium,5,6,62.7,53.0,3007,5.65,0.7,0.7
1577,0.71,Ideal,3,3,61.3,55.0,3007,5.73,0.71,0.71
1578,0.71,Ideal,3,3,61.6,55.0,3007,5.72,0.71,0.71
1579,0.71,Ideal,3,3,61.9,56.0,3007,5.73,0.71,0.71
1580,0.71,Ideal,3,3,61.6,57.0,3007,5.73,0.71,0.71
1581,0.71,Ideal,3,3,61.4,56.0,3007,5.72,0.71,0.71
1582,0.76,Ideal,6,3,61.2,57.0,3007,5.88,0.76,0.76
1583,0.91,Very Good,4,3,63.1,60.0,3007,6.13,0.91,0.91
1584,0.7,Very Good,6,5,60.4,58.0,3008,5.71,0.7,0.7
1585,0.61,Ideal,3,7,61.2,56.0,3008,5.46,0.61,0.61
1586,0.7,Ideal,4,4,61.3,57.0,3008,5.7,0.7,0.7
1587,0.82,Premium,2,5,62.5,59.0,3008,5.96,0.82,0.82
1588,0.71,Very Good,5,5,63.7,58.0,3009,5.63,0.71,0.71
1589,0.71,Very Good,5,5,62.1,57.0,3009,5.67,0.71,0.71
1590,0.71,Very Good,5,5,63.4,58.0,3009,5.64,0.71,0.71
1591,0.74,Very Good,5,3,61.3,58.0,3009,5.8,0.74,0.74
1592,0.83,Ideal,4,3,62.1,57.0,3010,6.0,0.83,0.83
1593,0.83,Very Good,4,3,62.1,58.0,3010,5.98,0.83,0.83
1594,0.8,Ideal,1,5,60.7,59.0,3010,5.98,0.8,0.8
1595,0.8,Ideal,6,3,62.2,57.0,3011,5.89,0.8,0.8
1596,0.73,Very Good,3,5,60.7,55.0,3011,5.87,0.73,0.73
1597,1.0,Very Good,3,1,62.5,62.0,3011,6.42,1.0,1.0
1598,1.2,Fair,0,1,64.9,59.0,3011,6.61,1.2,1.2
1599,1.2,Fair,1,1,62.2,66.0,3011,6.77,1.2,1.2
1600,1.2,Fair,1,1,66.2,55.0,3011,6.61,1.2,1.2
1601,0.61,Ideal,5,6,62.0,54.0,3011,5.43,0.61,0.61
1602,0.7,Ideal,4,4,61.9,55.0,3011,5.7,0.7,0.7
1603,0.7,Ideal,4,4,61.8,57.0,3011,5.67,0.7,0.7
1604,0.7,Ideal,4,4,62.7,55.0,3011,5.66,0.7,0.7
1605,0.7,Ideal,4,4,61.4,58.0,3011,5.7,0.7,0.7
1606,0.77,Ideal,6,2,62.3,55.0,3011,5.9,0.77,0.77
1607,0.75,Ideal,2,3,61.9,55.0,3011,5.82,0.75,0.75
1608,0.75,Ideal,2,3,61.9,56.0,3011,5.81,0.75,0.75
1609,1.0,Fair,5,2,55.4,62.0,3011,6.63,1.0,1.0
1610,0.78,Very Good,3,4,61.3,60.0,3012,5.89,0.78,0.78
1611,0.82,Ideal,5,2,62.2,57.0,3012,6.0,0.82,0.82
1612,0.72,Ideal,3,4,61.7,56.0,3012,5.74,0.72,0.72
1613,0.72,Ideal,5,3,61.0,57.0,3012,5.77,0.72,0.72
1614,0.72,Ideal,5,3,60.3,55.0,3012,5.85,0.72,0.72
1615,0.8,Very Good,4,3,63.9,56.0,3013,5.84,0.8,0.8
1616,0.75,Premium,4,4,61.6,58.0,3013,5.84,0.75,0.75
1617,0.71,Very Good,4,5,62.1,53.0,3013,5.7,0.71,0.71
1618,0.71,Ideal,4,5,61.1,57.0,3013,5.76,0.71,0.71
1619,0.81,Ideal,5,2,61.8,56.0,3013,6.0,0.81,0.81
1620,0.81,Ideal,5,2,60.1,57.0,3013,6.07,0.81,0.81
1621,0.9,Premium,6,3,62.2,60.0,3013,6.08,0.9,0.9
1622,0.78,Ideal,5,3,62.7,55.0,3014,5.9,0.78,0.78
1623,0.71,Ideal,2,7,61.8,56.0,3014,5.7,0.71,0.71
1624,0.73,Very Good,6,3,60.8,59.0,3014,5.8,0.73,0.73
1625,1.01,Premium,3,1,61.1,61.0,3014,6.49,1.01,1.01
1626,0.9,Good,3,2,63.7,62.0,3014,6.07,0.9,0.9
1627,0.84,Very Good,3,2,62.8,57.0,3015,6.0,0.84,0.84
1628,0.91,Very Good,5,2,58.6,63.0,3015,6.32,0.91,0.91
1629,0.78,Ideal,2,6,61.7,55.0,3015,5.9,0.78,0.78
1630,0.81,Ideal,5,2,61.0,56.0,3015,5.99,0.81,0.81
1631,0.72,Very Good,6,4,62.1,59.0,3016,5.7,0.72,0.72
1632,0.7,Premium,5,5,61.8,58.0,3016,5.71,0.7,0.7
1633,0.7,Ideal,5,5,62.7,57.0,3016,5.65,0.7,0.7
1634,0.9,Good,4,2,64.2,62.0,3016,6.0,0.9,0.9
1635,0.76,Ideal,2,4,61.9,55.0,3016,5.85,0.76,0.76
1636,0.96,Premium,5,2,62.8,60.0,3016,6.3,0.96,0.96
1637,0.9,Ideal,2,2,62.8,55.0,3016,6.18,0.9,0.9
1638,0.7,Very Good,3,5,60.1,60.0,3017,5.73,0.7,0.7
1639,0.71,Very Good,4,5,61.8,60.0,3017,5.66,0.71,0.71
1640,1.12,Premium,3,1,60.3,60.0,3017,6.75,1.12,1.12
1641,0.7,Ideal,3,5,61.1,56.0,3017,5.72,0.7,0.7
1642,0.5,Good,6,6,62.4,64.0,3017,5.03,0.5,0.5
1643,1.12,Very Good,3,1,61.2,63.0,3017,6.68,1.12,1.12
1644,0.7,Good,4,7,63.2,58.0,3018,5.58,0.7,0.7
1645,1.03,Very Good,3,1,60.8,57.0,3018,6.51,1.03,1.03
1646,0.7,Premium,4,6,62.5,59.0,3018,5.68,0.7,0.7
1647,0.71,Ideal,4,6,62.6,56.0,3018,5.7,0.71,0.71
1648,0.72,Ideal,2,4,61.2,57.0,3018,5.79,0.72,0.72
1649,0.7,Good,5,5,60.2,61.0,3018,5.71,0.7,0.7
1650,1.02,Very Good,4,2,63.3,56.0,3018,6.38,1.02,1.02
1651,0.77,Premium,4,4,62.4,59.0,3018,5.85,0.77,0.77
1652,0.7,Premium,4,6,62.2,56.0,3018,5.72,0.7,0.7
1653,0.93,Premium,3,2,61.4,56.0,3019,6.27,0.93,0.93
1654,0.78,Premium,6,3,60.4,57.0,3019,6.02,0.78,0.78
1655,0.71,Ideal,6,4,60.4,53.0,3020,5.81,0.71,0.71
1656,0.73,Very Good,4,3,61.3,56.0,3023,5.78,0.73,0.73
1657,0.65,Ideal,5,6,62.1,57.0,3023,5.55,0.65,0.65
1658,0.85,Ideal,3,3,61.6,55.0,3023,6.09,0.85,0.85
1659,0.9,Good,2,2,63.1,60.0,3024,6.09,0.9,0.9
1660,0.9,Good,2,2,63.1,55.0,3024,6.08,0.9,0.9
1661,0.75,Premium,5,4,62.1,57.0,3024,5.9,0.75,0.75
1662,0.9,Very Good,0,4,63.1,59.0,3024,6.09,0.9,0.9
1663,0.9,Good,0,4,63.9,58.0,3024,6.15,0.9,0.9
1664,0.72,Premium,5,4,60.4,61.0,3024,5.79,0.72,0.72
1665,0.9,Fair,2,3,65.6,57.0,3024,6.04,0.9,0.9
1666,0.72,Premium,5,4,62.5,59.0,3024,5.73,0.72,0.72
1667,0.75,Good,6,3,63.6,58.0,3024,5.77,0.75,0.75
1668,0.75,Premium,5,3,61.7,60.0,3024,5.84,0.75,0.75
1669,0.72,Very Good,3,5,60.1,63.0,3024,5.86,0.72,0.72
1670,0.75,Premium,6,3,59.2,58.0,3024,5.96,0.75,0.75
1671,0.65,Very Good,6,6,57.7,60.0,3025,5.69,0.65,0.65
1672,0.7,Very Good,3,4,61.8,55.0,3026,5.69,0.7,0.7
1673,0.59,Ideal,5,6,61.8,57.0,3026,5.35,0.59,0.59
1674,0.71,Ideal,5,4,62.3,56.0,3026,5.7,0.71,0.71
1675,0.83,Ideal,2,4,61.3,54.0,3027,6.06,0.83,0.83
1676,1.02,Fair,0,3,66.8,55.0,3027,6.25,1.02,1.02
1677,1.0,Fair,3,2,64.9,57.0,3027,6.29,1.0,1.0
1678,1.02,Premium,3,2,61.7,58.0,3027,6.46,1.02,1.02
1679,0.77,Good,2,6,57.9,61.0,3027,6.07,0.77,0.77
1680,0.7,Very Good,4,6,58.5,60.0,3028,5.82,0.7,0.7
1681,0.8,Ideal,2,4,62.1,54.0,3030,5.96,0.8,0.8
1682,0.74,Ideal,2,5,61.6,55.0,3030,5.79,0.74,0.74
1683,0.77,Fair,4,5,66.8,57.0,3031,5.66,0.77,0.77
1684,0.72,Premium,3,5,58.9,58.0,3032,5.93,0.72,0.72
1685,1.01,Good,5,1,63.8,57.0,3032,6.4,1.01,1.01
1686,1.01,Very Good,2,2,63.5,55.0,3032,6.32,1.01,1.01
1687,0.55,Ideal,4,7,61.2,54.0,3032,5.35,0.55,0.55
1688,0.71,Very Good,6,4,63.0,57.0,3033,5.67,0.71,0.71
1689,0.73,Ideal,3,5,61.6,57.0,3033,5.76,0.73,0.73
1690,0.76,Ideal,5,3,62.5,57.0,3033,5.8,0.76,0.76
1691,0.52,Ideal,5,8,61.1,57.0,3033,5.17,0.52,0.52
1692,0.7,Good,6,4,64.1,59.0,3033,5.56,0.7,0.7
1693,0.7,Very Good,6,4,63.2,60.0,3033,5.61,0.7,0.7
1694,0.7,Good,6,4,63.9,58.0,3033,5.62,0.7,0.7
1695,0.92,Fair,1,4,64.4,58.0,3033,6.13,0.92,0.92
1696,0.91,Premium,2,3,63.0,57.0,3033,6.19,0.91,0.91
1697,0.91,Ideal,1,2,61.6,57.0,3034,6.23,0.91,0.91
1698,0.91,Good,1,2,60.2,59.0,3034,6.24,0.91,0.91
1699,0.7,Ideal,3,5,61.4,57.0,3034,5.7,0.7,0.7
1700,0.72,Very Good,5,4,63.8,57.0,3035,5.66,0.72,0.72
1701,0.71,Ideal,5,4,59.5,57.0,3035,5.83,0.71,0.71
1702,0.72,Ideal,3,5,62.4,59.0,3035,5.71,0.72,0.72
1703,0.78,Ideal,6,3,62.4,57.0,3035,5.87,0.78,0.78
1704,0.71,Ideal,6,3,60.6,57.0,3035,5.82,0.71,0.71
1705,0.8,Very Good,2,6,62.9,56.0,3036,5.9,0.8,0.8
1706,0.74,Ideal,5,4,62.6,56.0,3036,5.73,0.74,0.74
1707,0.74,Premium,6,3,62.4,59.0,3036,5.73,0.74,0.74
1708,0.61,Ideal,6,6,62.4,58.0,3036,5.38,0.61,0.61
1709,0.78,Ideal,4,3,61.0,55.0,3036,6.0,0.78,0.78
1710,0.7,Very Good,3,7,63.3,57.0,3037,5.59,0.7,0.7
1711,0.32,Good,5,3,63.3,56.0,561,4.34,0.32,0.32
1712,0.32,Premium,3,4,60.5,58.0,561,4.41,0.32,0.32
1713,0.4,Good,2,2,63.7,59.0,561,4.64,0.4,0.4
1714,0.32,Premium,3,4,62.5,60.0,561,4.32,0.32,0.32
1715,0.32,Ideal,3,4,61.4,56.0,561,4.37,0.32,0.32
1716,0.32,Premium,3,4,59.8,59.0,561,4.48,0.32,0.32
1717,0.32,Premium,1,6,60.7,59.0,561,4.4,0.32,0.32
1718,0.32,Very Good,3,4,60.2,57.0,561,4.42,0.32,0.32
1719,0.32,Good,3,4,63.3,54.0,561,4.36,0.32,0.32
1720,0.32,Good,2,5,63.1,57.0,561,4.34,0.32,0.32
1721,0.32,Ideal,3,4,61.4,55.0,561,4.4,0.32,0.32
1722,0.32,Ideal,3,4,59.8,57.0,561,4.43,0.32,0.32
1723,0.32,Ideal,3,4,61.7,57.0,561,4.38,0.32,0.32
1724,0.32,Premium,2,5,62.3,58.0,561,4.34,0.32,0.32
1725,0.32,Very Good,2,5,63.0,57.0,561,4.32,0.32,0.32
1726,0.32,Premium,3,4,61.9,58.0,561,4.36,0.32,0.32
1727,0.32,Good,3,4,63.1,57.0,561,4.3,0.32,0.32
1728,0.32,Very Good,2,5,63.0,57.0,561,4.37,0.32,0.32
1729,0.32,Ideal,3,4,61.8,57.0,561,4.37,0.32,0.32
1730,0.32,Very Good,2,5,61.7,58.0,561,4.37,0.32,0.32
1731,0.32,Premium,2,5,61.7,58.0,561,4.38,0.32,0.32
1732,0.32,Very Good,5,3,60.1,60.0,561,4.42,0.32,0.32
1733,0.32,Ideal,3,4,61.8,55.0,561,4.41,0.32,0.32
1734,0.32,Premium,3,4,61.7,60.0,561,4.32,0.32,0.32
1735,0.32,Good,5,3,63.4,55.0,561,4.35,0.32,0.32
1736,0.32,Very Good,3,4,62.6,58.0,561,4.37,0.32,0.32
1737,0.32,Premium,3,4,62.3,58.0,561,4.36,0.32,0.32
1738,0.32,Ideal,3,4,61.6,57.0,561,4.39,0.32,0.32
1739,0.32,Ideal,2,5,61.9,55.0,561,4.4,0.32,0.32
1740,0.32,Ideal,2,5,60.2,56.0,561,4.44,0.32,0.32
1741,0.72,Ideal,5,3,62.2,58.0,3037,5.72,0.72,0.72
1742,0.76,Ideal,2,4,61.4,57.0,3038,5.85,0.76,0.76
1743,0.7,Ideal,2,4,61.5,56.0,3038,5.71,0.7,0.7
1744,0.73,Ideal,5,3,62.2,56.0,3038,5.76,0.73,0.73
1745,0.7,Very Good,3,6,61.0,59.0,3039,5.67,0.7,0.7
1746,0.7,Fair,4,5,64.9,59.0,3039,5.56,0.7,0.7
1747,0.77,Very Good,6,3,62.1,58.0,3040,5.84,0.77,0.77
1748,0.92,Premium,1,2,61.5,59.0,3040,6.27,0.92,0.92
1749,0.73,Ideal,3,5,61.8,57.0,3041,5.78,0.73,0.73
1750,0.71,Ideal,4,5,62.7,57.0,3041,5.66,0.71,0.71
1751,0.71,Ideal,4,5,61.7,55.0,3041,5.73,0.71,0.71
1752,0.81,Good,1,5,59.4,56.0,3042,5.97,0.81,0.81
1753,0.71,Ideal,3,6,62.5,57.0,3042,5.73,0.71,0.71
1754,0.72,Very Good,3,6,60.4,58.0,3043,5.77,0.72,0.72
1755,0.81,Premium,4,3,61.9,59.0,3043,5.97,0.81,0.81
1756,0.81,Ideal,1,3,61.3,56.0,3043,6.27,0.81,0.81
1757,0.77,Very Good,4,3,59.6,60.0,3044,5.95,0.77,0.77
1758,0.83,Ideal,3,3,62.1,57.0,3044,6.03,0.83,0.83
1759,0.71,Very Good,4,5,62.2,55.0,3045,5.68,0.71,0.71
1760,0.71,Very Good,4,5,61.2,57.0,3045,5.73,0.71,0.71
1761,0.78,Very Good,4,3,62.4,58.0,3045,5.83,0.78,0.78
1762,0.71,Very Good,6,4,62.8,56.0,3045,5.67,0.71,0.71
1763,0.72,Premium,6,4,60.2,60.0,3045,5.76,0.72,0.72
1764,1.14,Ideal,0,3,60.2,57.0,3045,6.81,1.14,1.14
1765,0.75,Ideal,5,3,60.8,56.0,3045,5.91,0.75,0.75
1766,0.75,Very Good,6,3,59.7,62.0,3046,5.89,0.75,0.75
1767,0.7,Good,3,6,61.1,61.0,3046,5.67,0.7,0.7
1768,0.79,Very Good,4,3,61.5,58.0,3047,5.94,0.79,0.79
1769,0.73,Fair,6,5,66.0,54.0,3047,5.56,0.73,0.73
1770,0.91,Premium,3,2,60.1,62.0,3047,6.24,0.91,0.91
1771,0.91,Premium,3,2,62.8,59.0,3047,6.14,0.91,0.91
1772,0.93,Ideal,1,2,62.3,57.0,3047,6.22,0.93,0.93
1773,0.82,Very Good,4,3,63.9,56.9,3048,5.85,0.82,0.82
1774,0.75,Very Good,6,3,61.8,57.0,3048,5.78,0.75,0.75
1775,0.72,Premium,2,8,58.7,59.0,3048,5.94,0.72,0.72
1776,0.72,Ideal,3,3,61.8,56.0,3048,5.7,0.72,0.72
1777,0.72,Good,5,5,57.9,60.0,3048,5.97,0.72,0.72
1778,0.72,Very Good,5,5,63.1,56.0,3048,5.7,0.72,0.72
1779,0.9,Ideal,0,5,62.6,55.0,3048,6.13,0.9,0.9
1780,0.72,Premium,6,3,60.5,57.0,3048,5.89,0.72,0.72
1781,0.72,Premium,6,3,62.6,54.0,3048,5.78,0.72,0.72
1782,0.75,Ideal,5,3,61.4,55.0,3049,5.8,0.75,0.75
1783,0.66,Ideal,6,6,61.6,57.0,3049,5.64,0.66,0.66
1784,0.83,Ideal,5,2,61.9,53.0,3049,6.08,0.83,0.83
1785,0.62,Very Good,6,6,58.1,63.0,3050,5.59,0.62,0.62
1786,0.8,Very Good,5,3,63.1,56.0,3050,5.93,0.8,0.8
1787,0.76,Ideal,2,3,61.3,55.0,3050,5.87,0.76,0.76
1788,0.76,Ideal,2,3,61.4,55.0,3050,5.82,0.76,0.76
1789,0.82,Good,5,2,61.8,56.0,3050,5.95,0.82,0.82
1790,0.81,Ideal,5,2,62.1,57.0,3050,5.97,0.81,0.81
1791,1.02,Good,5,1,63.1,60.0,3051,6.31,1.02,1.02
1792,0.66,Very Good,3,8,60.5,59.0,3051,5.69,0.66,0.66
1793,0.7,Very Good,6,4,62.5,55.0,3052,5.65,0.7,0.7
1794,0.77,Ideal,4,4,61.2,57.0,3052,5.93,0.77,0.77
1795,0.7,Very Good,3,6,60.2,61.0,3052,5.66,0.7,0.7
1796,1.03,Fair,3,3,66.1,56.0,3052,6.26,1.03,1.03
1797,0.7,Very Good,6,4,62.6,58.0,3053,5.67,0.7,0.7
1798,0.71,Very Good,5,4,59.9,59.0,3053,5.79,0.71,0.71
1799,0.7,Very Good,4,5,62.8,59.0,3053,5.65,0.7,0.7
1800,0.71,Ideal,5,4,60.9,56.0,3053,5.77,0.71,0.71
1801,0.81,Ideal,4,2,62.3,54.0,3053,5.94,0.81,0.81
1802,0.78,Ideal,5,2,61.0,56.0,3053,5.92,0.78,0.78
1803,0.75,Ideal,5,3,61.3,57.0,3053,5.84,0.75,0.75
1804,0.79,Very Good,5,3,63.2,56.0,3053,5.91,0.79,0.79
1805,0.79,Premium,3,5,62.3,56.0,3053,5.94,0.79,0.79
1806,0.79,Premium,3,5,61.3,59.0,3053,5.97,0.79,0.79
1807,0.79,Ideal,5,3,62.1,54.0,3053,5.96,0.79,0.79
1808,0.7,Very Good,6,5,62.9,60.0,3054,5.62,0.7,0.7
1809,1.01,Premium,2,2,61.1,60.0,3054,6.46,1.01,1.01
1810,1.01,Premium,1,2,61.9,58.0,3054,6.45,1.01,1.01
1811,1.01,Fair,1,2,66.1,58.0,3054,6.21,1.01,1.01
1812,1.01,Fair,1,2,68.1,59.0,3054,6.14,1.01,1.01
1813,0.78,Very Good,5,3,60.9,57.0,3055,5.93,0.78,0.78
1814,0.65,Very Good,6,6,59.9,58.0,3056,5.63,0.65,0.65
1815,0.61,Ideal,5,6,60.8,56.0,3056,5.5,0.61,0.61
1816,0.78,Ideal,3,3,61.7,56.0,3056,5.9,0.78,0.78
1817,0.76,Ideal,5,3,62.4,54.0,3056,5.84,0.76,0.76
1818,0.9,Very Good,1,2,61.5,61.0,3057,6.13,0.9,0.9
1819,0.92,Very Good,6,2,60.2,61.0,3057,6.27,0.92,0.92
1820,0.57,Ideal,4,7,61.1,55.0,3057,5.36,0.57,0.57
1821,0.76,Good,4,5,59.9,61.0,3057,5.89,0.76,0.76
1822,0.9,Good,1,2,60.7,58.0,3057,6.17,0.9,0.9
1823,0.82,Fair,2,3,64.9,58.0,3057,5.82,0.82,0.82
1824,0.91,Good,4,2,63.9,56.0,3058,6.11,0.91,0.91
1825,0.79,Premium,6,3,61.4,59.0,3058,5.96,0.79,0.79
1826,0.91,Premium,0,4,61.6,58.0,3058,6.28,0.91,0.91
1827,0.72,Very Good,4,5,62.1,59.0,3059,5.69,0.72,0.72
1828,0.81,Very Good,5,2,62.9,56.0,3059,5.87,0.81,0.81
1829,0.71,Very Good,5,5,61.8,56.0,3059,5.74,0.71,0.71
1830,1.03,Very Good,3,1,62.4,57.0,3060,6.41,1.03,1.03
1831,0.9,Good,3,2,63.6,57.0,3060,6.1,0.9,0.9
1832,0.74,Very Good,2,7,62.4,57.0,3061,5.76,0.74,0.74
1833,0.7,Very Good,5,5,61.1,55.0,3061,5.72,0.7,0.7
1834,0.71,Very Good,5,5,63.3,56.0,3061,5.64,0.71,0.71
1835,0.9,Very Good,0,3,63.8,56.0,3061,6.11,0.9,0.9
1836,0.71,Ideal,3,3,61.5,55.0,3061,5.75,0.71,0.71
1837,0.91,Good,1,2,57.9,60.0,3061,6.46,0.91,0.91
